Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.81     0.00    25012     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const
  0.00      0.81     0.00    25010     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_addr()
  0.00      0.81     0.00    25006     0.00     0.00  std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  0.00      0.81     0.00    25003     0.00     0.00  __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.81     0.00    25001     0.00     0.00  std::_Hash_impl::hash(void const*, unsigned long, unsigned long)
  0.00      0.81     0.00    25000     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_valptr()
  0.00      0.81     0.00    24989     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_addr() const
  0.00      0.81     0.00    24972     0.00     0.00  std::tuple_element<0ul, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type const& std::get<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.81     0.00    24971     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_ptr() const
  0.00      0.81     0.00    24962     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_valptr() const
  0.00      0.81     0.00    24947     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_v() const
  0.00      0.81     0.00    24935     0.00     0.00  HTTPServer::write_response(req_context*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.81     0.00    24933     0.00     0.00  writen(int, void const*, long)
  0.00      0.81     0.00    24905     0.00     0.00  HTTPBuilder::http_resp_add_access_auth(std::basic_string_view<char, std::char_traits<char> >)
  0.00      0.81     0.00    24822     0.00     0.00  HTTPBuilder::http_resp_add_custom_header(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)
  0.00      0.81     0.00    24762     0.00     0.01  std::function<void ()>::operator()() const
  0.00      0.81     0.00    24637     0.00     0.00  std::_Function_handler<void (), EventPoll::handle_client_data(req_context*)::{lambda()#1}>::_M_invoke(std::_Any_data const&)
  0.00      0.81     0.00    24631     0.00     0.00  std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::pop()
  0.00      0.81     0.00    24626     0.00     0.00  std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::front()
  0.00      0.81     0.00    24616     0.00     0.00  std::enable_if<is_invocable_r_v<void, EventPoll::handle_client_data(req_context*)::{lambda()#1}&>, void>::type std::__invoke_r<void, EventPoll::handle_client_data(req_context*)::{lambda()#1}&>(EventPoll::handle_client_data(req_context*)::{lambda()#1}&)
  0.00      0.81     0.00    24584     0.00     0.00  void std::__invoke_impl<void, EventPoll::handle_client_data(req_context*)::{lambda()#1}&>(std::__invoke_other, EventPoll::handle_client_data(req_context*)::{lambda()#1}&) [clone .constprop.0]
  0.00      0.81     0.00    24559     0.00     0.00  std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*>::_Deque_iterator(std::_Deque_iterator<std::function<void ()>, std::function<void ()>&, std::function<void ()>*> const&)
  0.00      0.81     0.00    24555     0.00     0.00  std::function<void (req_context*)>::operator()(req_context*) const
  0.00      0.81     0.00    24548     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::front()
  0.00      0.81     0.00    24547     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::pop_front()
  0.00      0.81     0.00    24533     0.00     0.00  std::_Function_base::_Base_manager<void (*)(req_context*)>::_M_get_pointer(std::_Any_data const&)
  0.00      0.81     0.00    24522     0.00     0.00  void (* const*std::__addressof<void (* const)(req_context*)>(void (* const&)(req_context*)))(req_context*)
  0.00      0.81     0.00    24515     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<void (*)(std::_Any_data const&)> >, std::is_move_constructible<void (*)(std::_Any_data const&)>, std::is_move_assignable<void (*)(std::_Any_data const&)> >::value, void>::type std::swap<void (*)(std::_Any_data const&)>(void (*&)(std::_Any_data const&), void (*&)(std::_Any_data const&))
  0.00      0.81     0.00    24512     0.00     0.00  void (* const&std::_Any_data::_M_access<void (*)(req_context*)>() const)(req_context*)
  0.00      0.81     0.00    24507     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)> >, std::is_move_constructible<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>, std::is_move_assignable<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)> >::value, void>::type std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation))
  0.00      0.81     0.00    24500     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::_Any_data> >, std::is_move_constructible<std::_Any_data>, std::is_move_assignable<std::_Any_data> >::value, void>::type std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&)
  0.00      0.81     0.00    24486     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::begin()
  0.00      0.81     0.00    24481     0.00     0.00  std::function<void ()>::swap(std::function<void ()>&)
  0.00      0.81     0.00    24470     0.00     0.00  std::_Function_handler<void (req_context*), void (*)(req_context*)>::_M_invoke(std::_Any_data const&, req_context*&&)
  0.00      0.81     0.00    24470     0.00     0.00  std::enable_if<is_invocable_r_v<void, void (*&)(req_context*), req_context*>, void>::type std::__invoke_r<void, void (*&)(req_context*), req_context*>(void (*&)(req_context*), req_context*&&)
  0.00      0.81     0.00    24440     0.00     0.00  HTTPBuilder::http_resp_add_content_body(std::basic_string_view<char, std::char_traits<char> >)
  0.00      0.81     0.00    24392     0.00     0.00  HTTPParser::get_method[abi:cxx11]() const
  0.00      0.81     0.00    24375     0.00     0.00  std::vector<http_uri_handler, std::allocator<http_uri_handler> >::begin()
  0.00      0.81     0.00    24368     0.00     0.00  bool __gnu_cxx::operator!=<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > const&, __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > const&)
  0.00      0.81     0.00    24365     0.00     0.00  HTTPParser::parse_request(char const*)
  0.00      0.81     0.00    24359     0.00     0.00  std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::begin() const
  0.00      0.81     0.00    24347     0.00     0.00  HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)
  0.00      0.81     0.00    24335     0.00     0.00  std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>::_M_get_pointer(std::_Any_data const&)
  0.00      0.81     0.00    24333     0.00     0.00  std::literals::string_view_literals::operator"" sv(char const*, unsigned long)
  0.00      0.81     0.00    24321     0.00     0.00  __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > std::find_if<__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}>(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1})
  0.00      0.81     0.00    24319     0.00     0.00  std::basic_string_view<char, std::char_traits<char> > const* std::__find_if<std::basic_string_view<char, std::char_traits<char> > const*, __gnu_cxx::__ops::_Iter_equals_val<std::basic_string_view<char, std::char_traits<char> > const> >(std::basic_string_view<char, std::char_traits<char> > const*, std::basic_string_view<char, std::char_traits<char> > const*, __gnu_cxx::__ops::_Iter_equals_val<std::basic_string_view<char, std::char_traits<char> > const>)
  0.00      0.81     0.00    24313     0.00     0.00  std::basic_string_view<char, std::char_traits<char> >::find(std::basic_string_view<char, std::char_traits<char> >, unsigned long) const
  0.00      0.81     0.00    24306     0.00     0.00  __gnu_cxx::__ops::_Iter_equals_val<std::basic_string_view<char, std::char_traits<char> > const> __gnu_cxx::__ops::__iter_equals_val<std::basic_string_view<char, std::char_traits<char> > const>(std::basic_string_view<char, std::char_traits<char> > const&)
  0.00      0.81     0.00    24306     0.00     0.00  HTTPParser::get_uri[abi:cxx11]() const
  0.00      0.81     0.00    24300     0.00     0.00  HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const& std::_Any_data::_M_access<HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>() const
  0.00      0.81     0.00    24299     0.00     0.00  __gnu_cxx::__ops::_Iter_equals_val<std::basic_string_view<char, std::char_traits<char> > const>::_Iter_equals_val(std::basic_string_view<char, std::char_traits<char> > const&)
  0.00      0.81     0.00    24298     0.00     0.00  std::vector<std::pair<std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> > >, std::allocator<std::pair<std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> > > > >::clear()
  0.00      0.81     0.00    24296     0.00     0.00  __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}> __gnu_cxx::__ops::__pred_iter<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}>(HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1})
  0.00      0.81     0.00    24286     0.00     0.00  __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > std::__find_if<__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}> >(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}>)
